protocol_id,preprocessing_protocol,trace_protocol,kernel_normalization,seed,q,model,model_f1,baseline_f1,baseline,delta_f1
train_only__legacy_trace,train_only,legacy_square_only,,1,4,qsvm,0.8125,0.8571428571428571,rbf_tuned,-0.044642857142857095
train_only__legacy_trace,train_only,legacy_square_only,,2,4,qsvm,0.7058823529411765,0.75,rbf_tuned,-0.044117647058823484
train_only__legacy_trace,train_only,legacy_square_only,,3,4,qsvm,0.8,0.6666666666666666,rbf_tuned,0.13333333333333341
train_only__legacy_trace,train_only,legacy_square_only,,4,4,qsvm,0.8125,0.72,rbf_tuned,0.09250000000000003
train_only__legacy_trace,train_only,legacy_square_only,,5,4,qsvm,0.8148148148148148,0.9166666666666666,rbf_tuned,-0.10185185185185186
train_only__legacy_trace,train_only,legacy_square_only,,6,4,qsvm,0.9166666666666666,0.8181818181818182,rbf_tuned,0.0984848484848484
train_only__legacy_trace,train_only,legacy_square_only,,7,4,qsvm,0.7619047619047619,0.5,rbf_tuned,0.26190476190476186
train_only__legacy_trace,train_only,legacy_square_only,,8,4,qsvm,0.8148148148148148,0.6956521739130435,rbf_tuned,0.11916264090177131
train_only__legacy_trace,train_only,legacy_square_only,,9,4,qsvm,0.88,0.8571428571428571,rbf_tuned,0.02285714285714291
train_only__legacy_trace,train_only,,none,0,6,merlin_fidelity,0.8571428571428571,0.8695652173913043,linear_c1,-0.012422360248447228
train_only__legacy_trace,train_only,,none,1,6,merlin_fidelity,0.7857142857142857,0.7692307692307693,linear_c1,0.016483516483516425
train_only__legacy_trace,train_only,,none,2,6,merlin_fidelity,0.7741935483870968,0.7142857142857143,linear_c1,0.05990783410138245
train_only__legacy_trace,train_only,,none,3,6,merlin_fidelity,0.6666666666666666,0.7619047619047619,linear_c1,-0.09523809523809523
train_only__legacy_trace,train_only,,none,4,6,merlin_fidelity,0.8,0.8275862068965517,linear_c1,-0.027586206896551668
train_only__legacy_trace,train_only,,none,5,6,merlin_fidelity,0.8333333333333334,0.88,linear_c1,-0.046666666666666634
train_only__legacy_trace,train_only,,none,6,6,merlin_fidelity,0.9166666666666666,0.9166666666666666,linear_c1,0.0
train_only__legacy_trace,train_only,,none,7,6,merlin_fidelity,0.5882352941176471,0.5882352941176471,linear_c1,0.0
train_only__legacy_trace,train_only,,none,8,6,merlin_fidelity,0.6956521739130435,0.75,linear_c1,-0.05434782608695654
train_only__legacy_trace,train_only,,none,9,6,merlin_fidelity,0.782608695652174,0.782608695652174,linear_c1,0.0
train_only__legacy_trace,train_only,,none,0,6,merlin_fidelity,0.8571428571428571,0.8571428571428571,rbf_tuned,0.0
train_only__legacy_trace,train_only,,none,1,6,merlin_fidelity,0.7857142857142857,0.8571428571428571,rbf_tuned,-0.0714285714285714
train_only__legacy_trace,train_only,,none,2,6,merlin_fidelity,0.7741935483870968,0.7272727272727273,rbf_tuned,0.04692082111436946
train_only__legacy_trace,train_only,,none,3,6,merlin_fidelity,0.6666666666666666,0.6956521739130435,rbf_tuned,-0.02898550724637683
train_only__legacy_trace,train_only,,none,4,6,merlin_fidelity,0.8,0.8387096774193549,rbf_tuned,-0.03870967741935483
train_only__legacy_trace,train_only,,none,5,6,merlin_fidelity,0.8333333333333334,0.88,rbf_tuned,-0.046666666666666634
train_only__legacy_trace,train_only,,none,6,6,merlin_fidelity,0.9166666666666666,0.96,rbf_tuned,-0.043333333333333335
train_only__legacy_trace,train_only,,none,7,6,merlin_fidelity,0.5882352941176471,0.7368421052631579,rbf_tuned,-0.14860681114551078
train_only__legacy_trace,train_only,,none,8,6,merlin_fidelity,0.6956521739130435,0.7272727272727273,rbf_tuned,-0.031620553359683834
train_only__legacy_trace,train_only,,none,9,6,merlin_fidelity,0.782608695652174,0.8695652173913043,rbf_tuned,-0.08695652173913038
train_only__legacy_trace,train_only,legacy_square_only,,0,6,qsvm,0.9090909090909092,0.8695652173913043,linear_c1,0.03952569169960485
train_only__legacy_trace,train_only,legacy_square_only,,1,6,qsvm,0.8125,0.7692307692307693,linear_c1,0.043269230769230727
train_only__legacy_trace,train_only,legacy_square_only,,2,6,qsvm,0.7567567567567568,0.7142857142857143,linear_c1,0.0424710424710425
train_only__legacy_trace,train_only,legacy_square_only,,3,6,qsvm,0.6896551724137931,0.7619047619047619,linear_c1,-0.07224958949096871
train_only__legacy_trace,train_only,legacy_square_only,,4,6,qsvm,0.7567567567567568,0.8275862068965517,linear_c1,-0.07082945013979491
train_only__legacy_trace,train_only,legacy_square_only,,5,6,qsvm,0.8148148148148148,0.88,linear_c1,-0.06518518518518523
train_only__legacy_trace,train_only,legacy_square_only,,6,6,qsvm,0.96,0.9166666666666666,linear_c1,0.043333333333333335
train_only__legacy_trace,train_only,legacy_square_only,,7,6,qsvm,0.8181818181818182,0.5882352941176471,linear_c1,0.22994652406417115
train_only__legacy_trace,train_only,legacy_square_only,,8,6,qsvm,0.8571428571428571,0.75,linear_c1,0.1071428571428571
train_only__legacy_trace,train_only,legacy_square_only,,9,6,qsvm,0.8461538461538461,0.782608695652174,linear_c1,0.0635451505016722
train_only__legacy_trace,train_only,legacy_square_only,,0,6,qsvm,0.9090909090909092,0.8571428571428571,rbf_tuned,0.051948051948052076
train_only__legacy_trace,train_only,legacy_square_only,,1,6,qsvm,0.8125,0.8571428571428571,rbf_tuned,-0.044642857142857095
train_only__legacy_trace,train_only,legacy_square_only,,2,6,qsvm,0.7567567567567568,0.7272727272727273,rbf_tuned,0.029484029484029506
train_only__legacy_trace,train_only,legacy_square_only,,3,6,qsvm,0.6896551724137931,0.6956521739130435,rbf_tuned,-0.0059970014992503096
train_only__legacy_trace,train_only,legacy_square_only,,4,6,qsvm,0.7567567567567568,0.8387096774193549,rbf_tuned,-0.08195292066259807
train_only__legacy_trace,train_only,legacy_square_only,,5,6,qsvm,0.8148148148148148,0.88,rbf_tuned,-0.06518518518518523
train_only__legacy_trace,train_only,legacy_square_only,,6,6,qsvm,0.96,0.96,rbf_tuned,0.0
train_only__legacy_trace,train_only,legacy_square_only,,7,6,qsvm,0.8181818181818182,0.7368421052631579,rbf_tuned,0.08133971291866038
train_only__legacy_trace,train_only,legacy_square_only,,8,6,qsvm,0.8571428571428571,0.7272727272727273,rbf_tuned,0.1298701298701298
train_only__legacy_trace,train_only,legacy_square_only,,9,6,qsvm,0.8461538461538461,0.8695652173913043,rbf_tuned,-0.02341137123745818
train_only__train_trace,train_only,,train_trace,0,4,merlin_fidelity,0.0,0.8695652173913043,linear_c1,-0.8695652173913043
train_only__train_trace,train_only,,train_trace,1,4,merlin_fidelity,0.0,0.8,linear_c1,-0.8
train_only__train_trace,train_only,,train_trace,2,4,merlin_fidelity,0.0,0.6896551724137931,linear_c1,-0.6896551724137931
train_only__train_trace,train_only,,train_trace,3,4,merlin_fidelity,0.0,0.6363636363636364,linear_c1,-0.6363636363636364
train_only__train_trace,train_only,,train_trace,4,4,merlin_fidelity,0.0,0.7857142857142857,linear_c1,-0.7857142857142857
train_only__train_trace,train_only,,train_trace,5,4,merlin_fidelity,0.0,0.8461538461538461,linear_c1,-0.8461538461538461
train_only__train_trace,train_only,,train_trace,6,4,merlin_fidelity,0.0,0.8181818181818182,linear_c1,-0.8181818181818182
train_only__train_trace,train_only,,train_trace,7,4,merlin_fidelity,0.0,0.7058823529411765,linear_c1,-0.7058823529411765
train_only__train_trace,train_only,,train_trace,8,4,merlin_fidelity,0.0,0.6666666666666666,linear_c1,-0.6666666666666666
train_only__train_trace,train_only,,train_trace,9,4,merlin_fidelity,0.0,0.7619047619047619,linear_c1,-0.7619047619047619
train_only__train_trace,train_only,,train_trace,0,4,merlin_fidelity,0.0,0.8181818181818182,rbf_tuned,-0.8181818181818182
train_only__train_trace,train_only,,train_trace,1,4,merlin_fidelity,0.0,0.8571428571428571,rbf_tuned,-0.8571428571428571
train_only__train_trace,train_only,,train_trace,2,4,merlin_fidelity,0.0,0.75,rbf_tuned,-0.75
train_only__train_trace,train_only,,train_trace,3,4,merlin_fidelity,0.0,0.6666666666666666,rbf_tuned,-0.6666666666666666
train_only__train_trace,train_only,,train_trace,4,4,merlin_fidelity,0.0,0.72,rbf_tuned,-0.72
train_only__train_trace,train_only,,train_trace,5,4,merlin_fidelity,0.0,0.9166666666666666,rbf_tuned,-0.9166666666666666
train_only__train_trace,train_only,,train_trace,6,4,merlin_fidelity,0.0,0.8181818181818182,rbf_tuned,-0.8181818181818182
train_only__train_trace,train_only,,train_trace,7,4,merlin_fidelity,0.0,0.5,rbf_tuned,-0.5
train_only__train_trace,train_only,,train_trace,8,4,merlin_fidelity,0.0,0.6956521739130435,rbf_tuned,-0.6956521739130435
train_only__train_trace,train_only,,train_trace,9,4,merlin_fidelity,0.0,0.8571428571428571,rbf_tuned,-0.8571428571428571
train_only__train_trace,train_only,train_trace,,0,4,qsvm,0.0,0.8695652173913043,linear_c1,-0.8695652173913043
train_only__train_trace,train_only,train_trace,,1,4,qsvm,0.0,0.8,linear_c1,-0.8
train_only__train_trace,train_only,train_trace,,2,4,qsvm,0.0,0.6896551724137931,linear_c1,-0.6896551724137931
train_only__train_trace,train_only,train_trace,,3,4,qsvm,0.0,0.6363636363636364,linear_c1,-0.6363636363636364
train_only__train_trace,train_only,train_trace,,4,4,qsvm,0.0,0.7857142857142857,linear_c1,-0.7857142857142857
train_only__train_trace,train_only,train_trace,,5,4,qsvm,0.0,0.8461538461538461,linear_c1,-0.8461538461538461
train_only__train_trace,train_only,train_trace,,6,4,qsvm,0.0,0.8181818181818182,linear_c1,-0.8181818181818182
train_only__train_trace,train_only,train_trace,,7,4,qsvm,0.0,0.7058823529411765,linear_c1,-0.7058823529411765
train_only__train_trace,train_only,train_trace,,8,4,qsvm,0.0,0.6666666666666666,linear_c1,-0.6666666666666666
train_only__train_trace,train_only,train_trace,,9,4,qsvm,0.0,0.7619047619047619,linear_c1,-0.7619047619047619
train_only__train_trace,train_only,train_trace,,0,4,qsvm,0.0,0.8181818181818182,rbf_tuned,-0.8181818181818182
train_only__train_trace,train_only,train_trace,,1,4,qsvm,0.0,0.8571428571428571,rbf_tuned,-0.8571428571428571
train_only__train_trace,train_only,train_trace,,2,4,qsvm,0.0,0.75,rbf_tuned,-0.75
train_only__train_trace,train_only,train_trace,,3,4,qsvm,0.0,0.6666666666666666,rbf_tuned,-0.6666666666666666
train_only__train_trace,train_only,train_trace,,4,4,qsvm,0.0,0.72,rbf_tuned,-0.72
train_only__train_trace,train_only,train_trace,,5,4,qsvm,0.0,0.9166666666666666,rbf_tuned,-0.9166666666666666
train_only__train_trace,train_only,train_trace,,6,4,qsvm,0.0,0.8181818181818182,rbf_tuned,-0.8181818181818182
train_only__train_trace,train_only,train_trace,,7,4,qsvm,0.0,0.5,rbf_tuned,-0.5
train_only__train_trace,train_only,train_trace,,8,4,qsvm,0.0,0.6956521739130435,rbf_tuned,-0.6956521739130435
train_only__train_trace,train_only,train_trace,,9,4,qsvm,0.0,0.8571428571428571,rbf_tuned,-0.8571428571428571
train_only__train_trace,train_only,,train_trace,0,6,merlin_fidelity,0.0,0.8695652173913043,linear_c1,-0.8695652173913043
train_only__train_trace,train_only,,train_trace,1,6,merlin_fidelity,0.0,0.7692307692307693,linear_c1,-0.7692307692307693
train_only__train_trace,train_only,,train_trace,2,6,merlin_fidelity,0.0,0.7142857142857143,linear_c1,-0.7142857142857143
train_only__train_trace,train_only,,train_trace,3,6,merlin_fidelity,0.0,0.7619047619047619,linear_c1,-0.7619047619047619
train_only__train_trace,train_only,,train_trace,4,6,merlin_fidelity,0.0,0.8275862068965517,linear_c1,-0.8275862068965517
train_only__train_trace,train_only,,train_trace,5,6,merlin_fidelity,0.0,0.88,linear_c1,-0.88
train_only__train_trace,train_only,,train_trace,6,6,merlin_fidelity,0.0,0.9166666666666666,linear_c1,-0.9166666666666666
train_only__train_trace,train_only,,train_trace,7,6,merlin_fidelity,0.0,0.5882352941176471,linear_c1,-0.5882352941176471
train_only__train_trace,train_only,,train_trace,8,6,merlin_fidelity,0.0,0.75,linear_c1,-0.75
train_only__train_trace,train_only,,train_trace,9,6,merlin_fidelity,0.0,0.782608695652174,linear_c1,-0.782608695652174
train_only__train_trace,train_only,,train_trace,0,6,merlin_fidelity,0.0,0.8571428571428571,rbf_tuned,-0.8571428571428571
train_only__train_trace,train_only,,train_trace,1,6,merlin_fidelity,0.0,0.8571428571428571,rbf_tuned,-0.8571428571428571
train_only__train_trace,train_only,,train_trace,2,6,merlin_fidelity,0.0,0.7272727272727273,rbf_tuned,-0.7272727272727273
train_only__train_trace,train_only,,train_trace,3,6,merlin_fidelity,0.0,0.6956521739130435,rbf_tuned,-0.6956521739130435
train_only__train_trace,train_only,,train_trace,4,6,merlin_fidelity,0.0,0.8387096774193549,rbf_tuned,-0.8387096774193549
train_only__train_trace,train_only,,train_trace,5,6,merlin_fidelity,0.0,0.88,rbf_tuned,-0.88
train_only__train_trace,train_only,,train_trace,6,6,merlin_fidelity,0.0,0.96,rbf_tuned,-0.96
train_only__train_trace,train_only,,train_trace,7,6,merlin_fidelity,0.0,0.7368421052631579,rbf_tuned,-0.7368421052631579
train_only__train_trace,train_only,,train_trace,8,6,merlin_fidelity,0.0,0.7272727272727273,rbf_tuned,-0.7272727272727273
train_only__train_trace,train_only,,train_trace,9,6,merlin_fidelity,0.0,0.8695652173913043,rbf_tuned,-0.8695652173913043
train_only__train_trace,train_only,train_trace,,0,6,qsvm,0.0,0.8695652173913043,linear_c1,-0.8695652173913043
train_only__train_trace,train_only,train_trace,,1,6,qsvm,0.0,0.7692307692307693,linear_c1,-0.7692307692307693
train_only__train_trace,train_only,train_trace,,2,6,qsvm,0.0,0.7142857142857143,linear_c1,-0.7142857142857143
train_only__train_trace,train_only,train_trace,,3,6,qsvm,0.0,0.7619047619047619,linear_c1,-0.7619047619047619
train_only__train_trace,train_only,train_trace,,4,6,qsvm,0.0,0.8275862068965517,linear_c1,-0.8275862068965517
train_only__train_trace,train_only,train_trace,,5,6,qsvm,0.0,0.88,linear_c1,-0.88
train_only__train_trace,train_only,train_trace,,6,6,qsvm,0.0,0.9166666666666666,linear_c1,-0.9166666666666666
train_only__train_trace,train_only,train_trace,,7,6,qsvm,0.0,0.5882352941176471,linear_c1,-0.5882352941176471
train_only__train_trace,train_only,train_trace,,8,6,qsvm,0.0,0.75,linear_c1,-0.75
train_only__train_trace,train_only,train_trace,,9,6,qsvm,0.0,0.782608695652174,linear_c1,-0.782608695652174
train_only__train_trace,train_only,train_trace,,0,6,qsvm,0.0,0.8571428571428571,rbf_tuned,-0.8571428571428571
train_only__train_trace,train_only,train_trace,,1,6,qsvm,0.0,0.8571428571428571,rbf_tuned,-0.8571428571428571
train_only__train_trace,train_only,train_trace,,2,6,qsvm,0.0,0.7272727272727273,rbf_tuned,-0.7272727272727273
train_only__train_trace,train_only,train_trace,,3,6,qsvm,0.0,0.6956521739130435,rbf_tuned,-0.6956521739130435
train_only__train_trace,train_only,train_trace,,4,6,qsvm,0.0,0.8387096774193549,rbf_tuned,-0.8387096774193549
train_only__train_trace,train_only,train_trace,,5,6,qsvm,0.0,0.88,rbf_tuned,-0.88
train_only__train_trace,train_only,train_trace,,6,6,qsvm,0.0,0.96,rbf_tuned,-0.96
train_only__train_trace,train_only,train_trace,,7,6,qsvm,0.0,0.7368421052631579,rbf_tuned,-0.7368421052631579
train_only__train_trace,train_only,train_trace,,8,6,qsvm,0.0,0.7272727272727273,rbf_tuned,-0.7272727272727273
train_only__train_trace,train_only,train_trace,,9,6,qsvm,0.0,0.8695652173913043,rbf_tuned,-0.8695652173913043
