scope,protocol,dataset,dataset_split,dataset_sha256,representation,model,pca_dim,n_samples,data_seed,split_id,train_samples,val_samples,test_samples,minority_label,test_minority_samples,svc_c,c_selection,c_grid,kernel_normalization,train_minority_f1,val_minority_f1,test_minority_f1,test_accuracy,test_auc
open_data_surrogate,upstream_baseline,PneumoniaMNIST,official_train_resplit_80_10_10,8190553f2fc4ee41cd210a11616b488448e6d5ad4eb57cb0263f6e3f8907d011,raw_pixels,qsvm,6,500,4,bbbd80a9b921c7f882e1ec40cb8e5ad48b84bd081cbf16432239d54557c4cdc2,400,50,50,normal,14,1.0,fixed,1.0,upstream_trace,0.0,0.8275862068965517,0.7567567567567568,0.82,0.875
open_data_surrogate,classical_c1,PneumoniaMNIST,official_train_resplit_80_10_10,8190553f2fc4ee41cd210a11616b488448e6d5ad4eb57cb0263f6e3f8907d011,raw_pixels,linear_svm,6,500,4,bbbd80a9b921c7f882e1ec40cb8e5ad48b84bd081cbf16432239d54557c4cdc2,400,50,50,normal,14,1.0,fixed,1.0,none,0.8672566371681416,0.8333333333333334,0.8275862068965517,0.9,0.9603174603174602
open_data_surrogate,classical_rbf_validation_tuned,PneumoniaMNIST,official_train_resplit_80_10_10,8190553f2fc4ee41cd210a11616b488448e6d5ad4eb57cb0263f6e3f8907d011,raw_pixels,rbf_svm,6,500,4,bbbd80a9b921c7f882e1ec40cb8e5ad48b84bd081cbf16432239d54557c4cdc2,400,50,50,normal,14,10.0,validation_minority_f1,"0.01,0.1,1.0,10.0,100.0",none,0.944206008583691,0.8888888888888888,0.8387096774193549,0.9,0.9642857142857142
open_data_surrogate,upstream_baseline,PneumoniaMNIST,official_train_resplit_80_10_10,8190553f2fc4ee41cd210a11616b488448e6d5ad4eb57cb0263f6e3f8907d011,raw_pixels,qsvm,6,500,5,4d2450e095f5efc89e0af184083fe6ea25ab5cccdded480fecf0882c21310f9c,400,50,50,normal,12,1.0,fixed,1.0,upstream_trace,0.0,0.8461538461538461,0.8148148148148148,0.9,0.9342105263157896
open_data_surrogate,classical_c1,PneumoniaMNIST,official_train_resplit_80_10_10,8190553f2fc4ee41cd210a11616b488448e6d5ad4eb57cb0263f6e3f8907d011,raw_pixels,linear_svm,6,500,5,4d2450e095f5efc89e0af184083fe6ea25ab5cccdded480fecf0882c21310f9c,400,50,50,normal,12,1.0,fixed,1.0,none,0.8669950738916257,0.8333333333333334,0.88,0.94,0.9714912280701754
open_data_surrogate,classical_rbf_validation_tuned,PneumoniaMNIST,official_train_resplit_80_10_10,8190553f2fc4ee41cd210a11616b488448e6d5ad4eb57cb0263f6e3f8907d011,raw_pixels,rbf_svm,6,500,5,4d2450e095f5efc89e0af184083fe6ea25ab5cccdded480fecf0882c21310f9c,400,50,50,normal,12,1.0,validation_minority_f1,"0.01,0.1,1.0,10.0,100.0",none,0.8942307692307693,0.7692307692307693,0.88,0.94,0.9649122807017544
open_data_surrogate,upstream_baseline,PneumoniaMNIST,official_train_resplit_80_10_10,8190553f2fc4ee41cd210a11616b488448e6d5ad4eb57cb0263f6e3f8907d011,raw_pixels,qsvm,6,500,6,b740fb899d767bea8a9ce5b6002f7b74a12f307bd862c98020293447e7b63540,400,50,50,normal,13,1.0,fixed,1.0,upstream_trace,0.0,0.88,0.96,0.98,0.9615384615384616
open_data_surrogate,classical_c1,PneumoniaMNIST,official_train_resplit_80_10_10,8190553f2fc4ee41cd210a11616b488448e6d5ad4eb57cb0263f6e3f8907d011,raw_pixels,linear_svm,6,500,6,b740fb899d767bea8a9ce5b6002f7b74a12f307bd862c98020293447e7b63540,400,50,50,normal,13,1.0,fixed,1.0,none,0.8393782383419689,0.9166666666666666,0.9166666666666666,0.96,0.9667359667359668
open_data_surrogate,classical_rbf_validation_tuned,PneumoniaMNIST,official_train_resplit_80_10_10,8190553f2fc4ee41cd210a11616b488448e6d5ad4eb57cb0263f6e3f8907d011,raw_pixels,rbf_svm,6,500,6,b740fb899d767bea8a9ce5b6002f7b74a12f307bd862c98020293447e7b63540,400,50,50,normal,13,1.0,validation_minority_f1,"0.01,0.1,1.0,10.0,100.0",none,0.8730964467005076,0.9565217391304348,0.96,0.98,0.9604989604989606
open_data_surrogate,upstream_baseline,PneumoniaMNIST,official_train_resplit_80_10_10,8190553f2fc4ee41cd210a11616b488448e6d5ad4eb57cb0263f6e3f8907d011,raw_pixels,qsvm,6,500,7,64d98918d85162e334f688b5a2643dfe256a89d0ee0e9fef384061bb29e532de,400,50,50,normal,11,1.0,fixed,1.0,upstream_trace,0.0,0.8148148148148148,0.8181818181818182,0.92,0.916083916083916
open_data_surrogate,classical_c1,PneumoniaMNIST,official_train_resplit_80_10_10,8190553f2fc4ee41cd210a11616b488448e6d5ad4eb57cb0263f6e3f8907d011,raw_pixels,linear_svm,6,500,7,64d98918d85162e334f688b5a2643dfe256a89d0ee0e9fef384061bb29e532de,400,50,50,normal,11,1.0,fixed,1.0,none,0.8181818181818182,0.782608695652174,0.5882352941176471,0.86,0.965034965034965
open_data_surrogate,classical_rbf_validation_tuned,PneumoniaMNIST,official_train_resplit_80_10_10,8190553f2fc4ee41cd210a11616b488448e6d5ad4eb57cb0263f6e3f8907d011,raw_pixels,rbf_svm,6,500,7,64d98918d85162e334f688b5a2643dfe256a89d0ee0e9fef384061bb29e532de,400,50,50,normal,11,1.0,validation_minority_f1,"0.01,0.1,1.0,10.0,100.0",none,0.8700564971751412,0.8333333333333334,0.7368421052631579,0.9,0.9603729603729604
open_data_surrogate,upstream_baseline,PneumoniaMNIST,official_train_resplit_80_10_10,8190553f2fc4ee41cd210a11616b488448e6d5ad4eb57cb0263f6e3f8907d011,raw_pixels,qsvm,6,500,8,1b9661f7df695a8d7c0f08b5e11a225430338492909453b4adb9c7a6a50dcd1d,400,50,50,normal,13,1.0,fixed,1.0,upstream_trace,0.0,0.9285714285714286,0.8571428571428571,0.92,0.9074844074844076
open_data_surrogate,classical_c1,PneumoniaMNIST,official_train_resplit_80_10_10,8190553f2fc4ee41cd210a11616b488448e6d5ad4eb57cb0263f6e3f8907d011,raw_pixels,linear_svm,6,500,8,1b9661f7df695a8d7c0f08b5e11a225430338492909453b4adb9c7a6a50dcd1d,400,50,50,normal,13,1.0,fixed,1.0,none,0.912621359223301,0.9230769230769232,0.75,0.88,0.945945945945946
open_data_surrogate,classical_rbf_validation_tuned,PneumoniaMNIST,official_train_resplit_80_10_10,8190553f2fc4ee41cd210a11616b488448e6d5ad4eb57cb0263f6e3f8907d011,raw_pixels,rbf_svm,6,500,8,1b9661f7df695a8d7c0f08b5e11a225430338492909453b4adb9c7a6a50dcd1d,400,50,50,normal,13,1.0,validation_minority_f1,"0.01,0.1,1.0,10.0,100.0",none,0.9423076923076924,0.9629629629629628,0.7272727272727273,0.88,0.9313929313929314
open_data_surrogate,upstream_baseline,PneumoniaMNIST,official_train_resplit_80_10_10,8190553f2fc4ee41cd210a11616b488448e6d5ad4eb57cb0263f6e3f8907d011,raw_pixels,qsvm,6,500,9,53506d95ce2924cbf66c9b76bc3bcefda70aa78b41916f8eaf35f79fba143322,400,50,50,normal,12,1.0,fixed,1.0,upstream_trace,0.0,0.7857142857142857,0.8461538461538461,0.92,0.9473684210526316
open_data_surrogate,classical_c1,PneumoniaMNIST,official_train_resplit_80_10_10,8190553f2fc4ee41cd210a11616b488448e6d5ad4eb57cb0263f6e3f8907d011,raw_pixels,linear_svm,6,500,9,53506d95ce2924cbf66c9b76bc3bcefda70aa78b41916f8eaf35f79fba143322,400,50,50,normal,12,1.0,fixed,1.0,none,0.768361581920904,0.75,0.782608695652174,0.9,0.9692982456140352
open_data_surrogate,classical_rbf_validation_tuned,PneumoniaMNIST,official_train_resplit_80_10_10,8190553f2fc4ee41cd210a11616b488448e6d5ad4eb57cb0263f6e3f8907d011,raw_pixels,rbf_svm,6,500,9,53506d95ce2924cbf66c9b76bc3bcefda70aa78b41916f8eaf35f79fba143322,400,50,50,normal,12,1.0,validation_minority_f1,"0.01,0.1,1.0,10.0,100.0",none,0.8505747126436781,0.88,0.9090909090909092,0.96,0.9890350877192982
merlin_photonic_adaptation,fixed_circuit_seed_0,PneumoniaMNIST,official_train_resplit_80_10_10,8190553f2fc4ee41cd210a11616b488448e6d5ad4eb57cb0263f6e3f8907d011,raw_pixels,merlin_fidelity,4,500,0,436882a1f677daf14e64f79d1aea11f3c68b2cff17faa53759aff9286eef94c8,400,50,50,normal,12,1.0,fixed,1.0,none,0.8087431693989071,0.7272727272727273,0.8571428571428571,0.94,0.9846491228070176
